midx;midy;midz;chalcocite;bornite;recovery
-244.716335;-189.6391464;2336.985185;0.003482019;0.002075328;89.79139825
-248.6826615;-189.4397467;2327.807577;0.001985262;0.019681787;89.75326164
-252.648988;-189.240347;2318.629968;0.004141586;0.010302755;89.52884572
-256.6153145;-189.0409473;2309.45236;0.002086925;0.289114461;91.23210321
-260.5816411;-188.8415475;2300.274752;0.002013868;0.320915555;91.59705794
-264.5479676;-188.6421478;2291.097143;0.001882069;0.172581235;90.35610481
-268.5142941;-188.4427481;2281.919535;0.001992126;0.926602328;91.99219023
-272.4806206;-188.2433484;2272.741927;0.001917581;0.497358676;90.82573356
-276.4469471;-188.0439486;2263.564319;0.002148006;0.716875882;90.99206957
-280.4132737;-187.8445489;2254.38671;0.002162426;0.424340884;90.90232399
-284.3796002;-187.6451492;2245.209102;0.002105518;0.598292655;91.68607078
-288.3459267;-187.4457495;2236.031494;0.029101605;0.910585557;91.96770656
-102.1167699;-189.6359395;2552.058368;0.00050677;0.048094072;91.71030919
-106.5936703;-189.5682875;2543.116736;0.003519415;0.255398294;92.04223071
-111.0705707;-189.5006356;2534.175103;0.003313277;0.019208912;89.64351963
-115.547471;-189.4329837;2525.233471;0.003206773;0.001961793;89.21226233
-120.0243714;-189.3653317;2516.291839;0.003482187;0.002219604;89.55983813
-124.5012718;-189.2976798;2507.350207;0.003439835;0.002360427;89.75973243
-128.9781722;-189.2300279;2498.408575;0.003401269;0.00206911;89.6963852
-133.4550725;-189.1623759;2489.466942;0.003231843;0.001933236;89.86035237
-137.9319729;-189.094724;2480.52531;0.003469946;0.002067876;89.86840085
-142.4088733;-189.0270721;2471.583678;0.021247957;0.002232492;89.45239867
-146.8857737;-188.9594201;2462.642046;0.043189075;0.003804449;88.70901417
-151.3626741;-188.8917682;2453.700414;0.314209185;0.001915473;81.72760725
-155.8395744;-188.8241163;2444.758782;0.71590427;0.002136022;71.61851247
-160.3164748;-188.7564643;2435.817149;0.430401233;0.002255125;75.90874947
-164.7933752;-188.6888124;2426.875517;0.382175937;0.001813071;68.34535231
-169.2702756;-188.6211605;2417.933885;0.749668122;0.002495949;66.93163638
-173.747176;-188.5535086;2408.992253;0.730415783;0.001814798;64.9944644
-73.12031174;-187.379226;2549.803994;0.00049096;0.000630936;89.71381333
-77.045138;-187.208313;2540.607988;0.000505691;0.002088792;89.75501655
-80.96996426;-187.0374001;2531.411982;0.003424175;0.00245648;88.14084396
-84.89479052;-186.8664872;2522.215976;0.003000605;0.003886707;84.5053847
-88.81961678;-186.6955743;2513.01997;0.003726045;0.009215556;83.92134793
-92.74444304;-186.5246614;2503.823964;0.00393634;0.053469327;89.87934918
-96.66926931;-186.3537484;2494.627958;0.003314123;0.003715301;89.43937244
-100.5940956;-186.1828355;2485.431951;0.00331582;0.002058563;89.71471169
-104.5189218;-186.0119226;2476.235945;0.00332248;0.001889583;89.82260917
-108.4437481;-185.8410097;2467.039939;0.003485552;0.002040329;89.88150838
-112.3685744;-185.6700968;2457.843933;0.003269961;0.001874028;89.85988717
-116.2934006;-185.4991838;2448.647927;0.003203219;0.001811047;89.91113444
-120.2182269;-185.3282709;2439.451921;0.003291278;0.001842959;89.89928042
-124.1430531;-185.157358;2430.255915;0.003783696;0.002121157;89.88378344
-128.0678794;-184.9864451;2421.059909;0.023586208;0.00167652;86.23900663
-131.9927057;-184.8155322;2411.863903;0.012087936;0.001748354;88.75479753
-135.9175319;-184.6446192;2402.667897;0.252548497;0.001964809;71.3029047
-139.8423582;-184.4737063;2393.471891;0.427318062;0.004466062;68.55298249
-143.7671844;-184.3027934;2384.275885;0.297446806;0.045051295;73.43862261
-147.6920107;-184.1318805;2375.079879;0.013192145;0.274129682;91.56198559
-151.616837;-183.9609676;2365.883873;0.003732748;0.273183216;91.24496067
-155.5416632;-183.7900546;2356.687867;0.003730488;0.004477907;89.90471764
-159.4664895;-183.6191417;2347.49186;0.002424037;0.005794019;89.9658335
-163.3913158;-183.4482288;2338.295854;0.0019892;0.010042862;89.97593576
-167.316142;-183.2773159;2329.099848;0.001765791;0.077579293;90.11595289
-171.2409683;-183.1064029;2319.903842;0.001854563;0.352937429;90.63714698
-175.1657945;-182.93549;2310.707836;0.002006668;0.071652074;90.11960582
-179.0906208;-182.7645771;2301.51183;0.00202127;0.585092638;91.11724942
-183.0154471;-182.5936642;2292.315824;0.002011701;0.005165343;89.92814836
-26.90681608;-190.5665315;2544.806883;0.000470855;0.002989265;89.84793718
-30.8420582;-190.5879916;2535.613765;0.003151866;0.206305614;91.25921327
-34.77730032;-190.6094517;2526.420648;0.003200004;0.266998292;91.4890748
-38.71254243;-190.6309118;2517.22753;0.003185163;0.003791339;89.08364672
-42.64778455;-190.6523719;2508.034413;0.003393488;0.004075517;89.27406726
-46.58302667;-190.673832;2498.841295;0.003539669;0.012479379;89.09746068
-50.51826878;-190.695292;2489.648178;0.003483597;0.045660907;89.25673646
-54.4535109;-190.7167521;2480.45506;0.003328993;0.00780524;88.36378905
-58.38875302;-190.7382122;2471.261943;0.003258585;0.003762737;89.28984499
-62.32399513;-190.7596723;2462.068825;0.003291807;0.002407544;89.50114146
-66.25923725;-190.7811324;2452.875708;0.003320505;0.00195997;89.20293364
-70.19447937;-190.8025925;2443.68259;0.003259298;0.001935278;89.73261622
-74.12972148;-190.8240526;2434.489473;0.003728122;0.002154045;89.73447402
-78.0649636;-190.8455126;2425.296355;0.003638653;0.002032332;89.52494145
-82.00020572;-190.8669727;2416.103238;0.003575769;0.002011666;89.74109811
-85.93544783;-190.8884328;2406.91012;0.013880143;0.002024661;88.62801026
-89.87068995;-190.9098929;2397.717003;0.042672201;0.001965366;86.44202054
-93.80593207;-190.931353;2388.523885;0.03836667;0.002241699;87.15414696
-97.74117418;-190.9528131;2379.330768;0.221623251;0.002257579;70.92273272
-101.6764163;-190.9742732;2370.13765;0.063620599;0.004404338;77.83122686
-105.6116584;-190.9957332;2360.944533;0.002127277;0.010073618;89.7808035
-109.5469005;-191.0171933;2351.751416;0.002069309;0.005371898;89.9515048
-113.4821426;-191.0386534;2342.558298;0.001996311;0.004998531;89.93494271
-117.4173848;-191.0601135;2333.365181;0.001894176;0.0048423;89.97152991
-121.3526269;-191.0815736;2324.172063;0.001858548;0.004827035;89.97523735
-125.287869;-191.1030337;2314.978946;0.001761156;0.004713796;89.95960436
-129.2231111;-191.1244938;2305.785828;0.0018718;0.888708676;91.04059928
-133.1583532;-191.1459538;2296.592711;0.001957216;0.547158314;90.68377645
-137.0935953;-191.1674139;2287.399593;0.002074469;0.032251792;90.00983773
-141.0288375;-191.188874;2278.206476;0.001773017;0.040942453;90.0357959
-144.9640796;-191.2103341;2269.013358;0.002053059;0.334337793;90.40171524
-148.8993217;-191.2317942;2259.820241;0.001850893;0.018793972;89.98031162
-152.8345638;-191.2532543;2250.627123;0.002057242;0.006582405;89.94940878
6.744639655;-185.4897467;2546.028871;0.000510794;0.052538375;90.64201505
2.125217667;-185.3584933;2537.160742;0.000471888;0.009667668;90.11835181
-2.494204322;-185.2272399;2528.292613;0.000487487;0.015652151;90.19340488
-7.113626311;-185.0959865;2519.424484;0.003303428;0.077287273;90.12568599
-11.7330483;-184.9647331;2510.556355;0.003246868;0.126661184;90.32167973
-16.35247029;-184.8334797;2501.688226;0.003253757;0.055530509;90.02104636
-20.97189228;-184.7022264;2492.820097;0.003434741;0.002576269;89.85424111
-25.59131427;-184.570973;2483.951968;0.003608121;0.002177202;89.53165365
-30.21073625;-184.4397196;2475.083838;0.003772964;0.004022832;89.3576138
-34.83015824;-184.3084662;2466.215709;0.003739521;0.002925688;89.69711194
-39.44958023;-184.1772128;2457.34758;0.003452027;0.007974165;89.41573607
-44.06900222;-184.0459595;2448.479451;0.003454827;0.070766272;90.63582194
-48.68842421;-183.9147061;2439.611322;0.003426359;0.109135038;90.81916987
-53.3078462;-183.7834527;2430.743193;0.003717075;0.004268363;89.56325774
-57.92726819;-183.6521993;2421.875064;0.003456589;0.00425675;89.8495788
-62.54669018;-183.5209459;2413.006935;0.003328409;0.003672903;89.79987824
-67.16611216;-183.3896925;2404.138806;0.003580983;0.007014645;89.78838822
-71.78553415;-183.2584392;2395.270677;0.003467511;0.002457922;89.72547276
-76.40495614;-183.1271858;2386.402548;0.003391803;0.003802043;89.71851613
-81.02437813;-182.9959324;2377.534419;0.003830531;0.004358821;89.751097
-85.64380012;-182.864679;2368.66629;0.021356087;0.004316323;84.98637401
-90.26322211;-182.7334256;2359.798161;0.002381507;0.095119647;90.53969624
-94.8826441;-182.6021723;2350.930032;0.002277503;0.009852116;89.88973186
-99.50206608;-182.4709189;2342.061903;0.002827045;0.005409272;89.86860845
-104.1214881;-182.3396655;2333.193773;0.002244298;0.011059885;89.95212243
-108.7409101;-182.2084121;2324.325644;0.001937145;0.004977382;89.95137189
-113.3603321;-182.0771587;2315.457515;0.001925336;0.004880842;89.97034579
-117.979754;-181.9459053;2306.589386;0.001802846;0.004916357;89.97448623
-122.599176;-181.814652;2297.721257;0.001976271;0.029110844;89.99419664
-127.218598;-181.6833986;2288.853128;0.00220633;1.109194249;91.45897392
-131.83802;-181.5521452;2279.984999;0.001928879;0.30770675;90.59632272
-136.457442;-181.4208918;2271.11687;0.001882821;0.357366263;90.55159905
53.23163052;-197.2741838;2544.756816;0.000470181;0.057329239;90.79034676
49.41671744;-197.1742423;2535.513632;0.000512348;0.017070378;90.34625565
45.60180435;-197.0743008;2526.270448;0.000483202;0.000605147;89.88721429
41.78689126;-196.9743594;2517.027264;0.000483261;0.000545552;89.90244231
37.97197817;-196.8744179;2507.78408;0.000500657;0.022766776;90.52721725
34.15706508;-196.7744764;2498.540896;0.000510081;0.000603485;89.87023654
30.342152;-196.6745349;2489.297712;0.000969281;0.001011562;89.72734773
26.52723891;-196.5745935;2480.054528;0.003497305;0.224032167;90.80903508
22.71232582;-196.474652;2470.811344;0.003409036;0.20246842;90.84276264
18.89741273;-196.3747105;2461.56816;0.006622279;0.003828058;89.71945534
15.08249964;-196.274769;2452.324976;0.000495888;0.063333252;91.4931324
11.26758656;-196.1748276;2443.081792;0.001001465;0.069380741;91.65653102
7.452673467;-196.0748861;2433.838608;0.00051836;0.059373465;91.55057915
3.637760379;-195.9749446;2424.595424;0.003789555;0.24365798;91.42202059
-0.177152709;-195.8750031;2415.352241;0.003477986;0.199926391;92.4953015
-3.992065797;-195.7750617;2406.109057;0.006556971;0.008358821;89.24035732
-7.806978885;-195.6751202;2396.865873;0.006564866;0.002060144;89.49321106
-11.62189197;-195.5751787;2387.622689;0.013487947;0.001966085;89.32206414
-15.43680506;-195.4752372;2378.379505;0.034245118;0.001996181;87.76184391
-19.25171815;-195.3752958;2369.136321;0.0065525;0.001844517;89.59199283
-23.06663124;-195.2753543;2359.893137;0.012222551;0.001773364;89.1298823
-26.88154433;-195.1754128;2350.649953;0.004083744;0.004975213;89.85960593
-30.69645741;-195.0754713;2341.406769;0.002623628;0.005379734;89.93064442
-34.5113705;-194.9755299;2332.163585;0.002041077;0.004996345;89.94557724
-38.32628359;-194.8755884;2322.920401;0.004173846;0.011373863;89.92959499
-42.14119668;-194.7756469;2313.677217;0.00199173;0.009953633;89.90939398
90.39260525;-186.8261608;2543.768203;0.000431812;0.122980363;91.57454803
86.10020296;-186.8701359;2534.736407;0.000488429;0.056736361;91.04672378
81.80780068;-186.9141109;2525.70461;0.000494305;0.02225002;90.49520868
77.51539839;-186.958086;2516.672814;0.000507288;0.032521431;90.64552775
73.2229961;-187.002061;2507.641017;0.000511781;0.001052455;89.86439302
68.93059382;-187.0460361;2498.609221;0.000496873;0.001977677;89.9128449
64.63819153;-187.0900112;2489.577424;0.03339563;0.08520203;87.28815437
60.34578924;-187.1339862;2480.545628;0.00100398;0.102488311;91.77733521
56.05338695;-187.1779613;2471.513831;0.000958022;0.036171129;90.76941719
51.76098467;-187.2219364;2462.482035;0.000500268;0.033913704;90.71041599
47.46858238;-187.2659114;2453.450238;0.00050936;0.08808025;91.66082111
43.17618009;-187.3098865;2444.418441;0.00314749;0.086530137;91.70796022
38.88377781;-187.3538615;2435.386645;0.031486527;0.138964824;89.28092711
34.59137552;-187.3978366;2426.354848;0.061788686;0.063072621;80.61822862
30.29897323;-187.4418117;2417.323052;0.034600619;0.12621549;89.25161639
26.00657094;-187.4857867;2408.291255;0.02074786;0.0083554;88.70754151
21.71416866;-187.5297618;2399.259459;0.003727615;0.004190999;89.81445821
17.42176637;-187.5737369;2390.227662;0.003429183;0.002053933;89.84021891
13.12936408;-187.6177119;2381.195866;0.003352772;0.001963182;89.73995347
8.836961795;-187.661687;2372.164069;0.003551994;0.002069633;89.6513948
4.544559508;-187.705662;2363.132273;0.003142042;0.001845855;89.85682949
0.252157221;-187.7496371;2354.100476;0.00332;0.00190276;89.77763095
-4.040245066;-187.7936122;2345.06868;0.001934461;0.00494206;89.94322217
-8.332647353;-187.8375872;2336.036883;0.00374319;0.004817306;89.81651137
-12.62504964;-187.8815623;2327.005086;0.001858439;0.00938559;89.64809968
-16.91745193;-187.9255374;2317.97329;0.002058718;0.019414395;89.76491869
-21.20985421;-187.9695124;2308.941493;0.002123293;0.006413702;89.77512939
-25.5022565;-188.0134875;2299.909697;0.001959302;0.40210798;90.43654811
-29.79465879;-188.0574625;2290.8779;0.001947006;0.179385878;90.26582937
-34.08706108;-188.1014376;2281.846104;0.0020075;0.306054128;90.55476265
-38.37946336;-188.1454127;2272.814307;0.002044901;0.005528268;89.94864054
-42.67186565;-188.1893877;2263.782511;0.002008946;0.006710759;89.93346308
-46.96426794;-188.2333628;2254.750714;0.002017429;0.232783871;90.30069977
-51.25667023;-188.2773379;2245.718918;0.001834825;0.009451284;89.96312586
-55.54907251;-188.3213129;2236.687121;0.002132775;0.728526445;90.88536409
-59.8414748;-188.365288;2227.655324;0.002031443;0.766926985;91.33795582
-64.13387709;-188.409263;2218.623528;0.0020037;0.581499001;91.16462014
131.4756962;-187.8088058;2539.123419;0.000437845;0.000932575;89.97279179
126.8712348;-187.7363263;2530.246839;0.000481018;0.000498375;89.95715772
122.2667734;-187.6638469;2521.370258;0.000476173;0.005366603;90.02828275
117.662312;-187.5913675;2512.493678;0.000488922;0.000560145;89.93370159
113.0578505;-187.518888;2503.617097;0.000495061;0.015499588;90.20768294
108.4533891;-187.4464086;2494.740517;0.000985406;0.000500342;89.8160653
103.8489277;-187.3739292;2485.863936;0.001728714;0.001100076;89.32204472
99.24446627;-187.3014497;2476.987356;0.010966353;0.035420554;89.00756396
94.64000485;-187.2289703;2468.110775;0.006997869;0.000486181;88.46943231
90.03554343;-187.1564908;2459.234195;0.258751105;0.002445681;82.33128134
85.431082;-187.0840114;2450.357614;0.838344634;0.144893688;74.86324734
80.82662058;-187.011532;2441.481034;0.101346256;0.011457333;80.05972979
76.22215916;-186.9390525;2432.604453;0.074404827;0.04566883;84.42049439
71.61769774;-186.8665731;2423.727873;0.041309426;0.015201137;86.35720496
67.01323632;-186.7940937;2414.851292;0.227742786;0.067087046;83.36142228
62.40877489;-186.7216142;2405.974712;0.021399261;0.116215615;89.82704387
57.80431347;-186.6491348;2397.098131;0.019785623;0.406505299;90.41924947
53.19985205;-186.5766553;2388.221551;0.003844466;0.212241722;90.89128886
48.59539063;-186.5041759;2379.34497;0.003476106;0.286057633;90.92889601
43.99092921;-186.4316965;2370.46839;0.003717032;0.177870624;90.66912615
39.38646778;-186.359217;2361.591809;0.003175303;0.119774721;90.55362809
34.78200636;-186.2867376;2352.715229;0.003564227;0.381392353;91.08465476
-189.0752488;-145.0265764;2561.736743;0.042013294;0.010365805;80.4336743
-193.1042636;-144.8269825;2552.586486;0.114542468;0.005741084;73.73521412
-197.1332783;-144.6273886;2543.436229;0.458146768;0.025852908;74.17928861
-201.162293;-144.4277948;2534.285972;0.392647616;0.265971556;79.62697427
-205.1913078;-144.2282009;2525.135715;0.46427346;0.004316537;63.70963845
-209.2203225;-144.0286071;2515.985458;0.036000931;0.002030251;77.80143922
-213.2493373;-143.8290132;2506.835201;0.194909774;0.02666239;71.85684346
-217.278352;-143.6294193;2497.684944;0.014069145;0.022207968;88.09109455
-221.3073667;-143.4298255;2488.534687;0.003499293;0.274718844;91.09573132
-225.3363815;-143.2302316;2479.38443;0.003517149;0.143219929;90.87326259
-229.3653962;-143.0306377;2470.234173;0.003446531;0.331597457;91.42392453
-233.394411;-142.8310439;2461.083916;0.003616984;0.270806553;90.86561893
-237.4234257;-142.63145;2451.933659;0.003570697;0.187126116;90.5646873
-241.4524404;-142.4318561;2442.783402;0.006752798;0.314938016;90.95535806
-245.4814552;-142.2322623;2433.633146;0.114147289;0.308100503;87.90196482
-249.5104699;-142.0326684;2424.482889;0.046626881;0.116759777;88.94474366
-147.9351205;-150.6379256;2558.101473;0.395173731;0.00219056;65.70522892
-152.7047892;-150.7476799;2549.312945;0.54779648;0.001930499;60.50726673
-157.4744579;-150.8574341;2540.524418;0.092103987;0.001959416;76.07164129
-162.2441267;-150.9671883;2531.73589;0.047090001;0.002203765;80.42895725
-167.0137954;-151.0769425;2522.947363;0.16079831;0.002133236;69.12904074
-171.7834641;-151.1866968;2514.158835;0.012621707;0.001825805;85.3172744
-176.5531328;-151.296451;2505.370308;0.006747781;0.002074357;87.62256196
-181.3228015;-151.4062052;2496.581781;0.087039181;0.001972399;82.10719703
-186.0924702;-151.5159594;2487.793253;0.013106317;0.0038932;88.36954134
-190.8621389;-151.6257136;2479.004726;0.037771462;0.002098412;87.69197485
-195.6318076;-151.7354679;2470.216198;0.007229288;0.236668648;90.33112998
-200.4014763;-151.8452221;2461.427671;0.04191472;0.158924029;89.46334074
-205.1711451;-151.9549763;2452.639143;0.039051609;0.440044862;90.59648973
-209.9408138;-152.0647305;2443.850616;0.192751893;0.461338914;86.84781001
-214.7104825;-152.1744848;2435.062089;0.111292406;0.526401875;89.33856441
-219.4801512;-152.284239;2426.273561;0.006619992;0.146066407;90.85720949
-224.2498199;-152.3939932;2417.485034;0.068877771;0.14547079;87.86782661
-229.0194886;-152.5037474;2408.696506;0.034113678;0.209894436;89.93965611
-233.7891573;-152.6135017;2399.907979;0.351362785;0.042840027;73.30608699
-238.558826;-152.7232559;2391.119451;0.024016602;0.002253755;84.52553149
-243.3284947;-152.8330101;2382.330924;0.006812275;0.002441859;89.18765242
-248.0981635;-152.9427643;2373.542397;0.003366953;0.001931109;89.63282379
-252.8678322;-153.0525185;2364.753869;0.007369299;0.002106264;89.13483246
-257.6375009;-153.1622728;2355.965342;0.003555707;0.002147064;89.837621
-262.4071696;-153.272027;2347.176814;0.003362508;0.010320992;89.94421241
-267.1768383;-153.3817812;2338.388287;0.002271081;0.052153155;90.06310834
-271.946507;-153.4915354;2329.599759;0.00777283;0.446979301;90.62236062
-276.7161757;-153.6012897;2320.811232;0.045746684;0.009727726;88.89853859
-281.4858444;-153.7110439;2312.022705;0.080087433;0.010816655;88.71919085
-286.2555131;-153.8207981;2303.234177;0.026690247;0.020135138;89.43316315
-291.0251819;-153.9305523;2294.44565;0.049347095;0.132029823;89.44007898
-102.4375877;-156.1853871;2568.645617;0.003379927;0.138821617;91.02878329
-105.9724178;-156.2076225;2559.291234;0.003205826;0.00362438;89.5725063
-109.5072478;-156.2298579;2549.936851;0.003393384;0.002341175;89.54788799
-113.0420778;-156.2520933;2540.582468;0.003218385;0.001912115;89.5144249
-116.5769078;-156.2743287;2531.228085;0.003415701;0.001946951;89.50397014
-120.1117378;-156.2965641;2521.873702;0.00347513;0.001999066;89.27536434
-123.6465678;-156.3187995;2512.519319;0.003307956;0.001904222;89.56891445
-127.1813978;-156.3410349;2503.164936;0.00348108;0.002002245;89.69032214
-130.7162278;-156.3632703;2493.810552;0.003482158;0.002035647;89.73214874
-134.2510578;-156.3855057;2484.456169;0.003372601;0.001926225;89.68116382
-137.7858879;-156.4077411;2475.101786;0.004142352;0.009021316;89.78075778
-141.3207179;-156.4299765;2465.747403;0.22822194;0.002094574;80.02385636
-144.8555479;-156.4522119;2456.39302;0.355011902;0.002269955;74.11482142
-148.3903779;-156.4744473;2447.038637;0.280347535;0.10787789;82.39575553
-151.9252079;-156.4966827;2437.684254;0.27829102;0.008972028;80.56627327
-155.4600379;-156.5189181;2428.329871;0.542108982;0.022891026;72.08482547
-158.9948679;-156.5411535;2418.975488;0.624579704;0.194794813;70.79921277
-162.5296979;-156.5633889;2409.621105;0.240742133;0.004323706;75.01745506
-166.064528;-156.5856244;2400.266722;0.461389781;0.018558988;64.89657911
-169.599358;-156.6078598;2390.912339;0.594332008;0.379248632;76.82798289
-173.134188;-156.6300952;2381.557956;0.210180048;0.267011772;85.68941944
-176.669018;-156.6523306;2372.203573;0.233558925;0.008547592;79.88720873
-180.203848;-156.674566;2362.84919;0.066207815;0.004261062;87.35703545
-183.738678;-156.6968014;2353.494807;0.046218328;0.002007142;87.08490414
-187.273508;-156.7190368;2344.140424;0.0265194;0.005384468;89.40428679
-190.808338;-156.7412722;2334.786041;0.003847272;0.01249814;89.95440485
